LatrineID,LONGITUDE_latrine,LATITUDE_latrine,BARIID,unsanitary,sanitary,SEPTIC_RIN,PIPE,DOUBLE_RIN,DRAIN_IN_P,PRIVATE,FAILING,NEAR_DISCH,WATER_BODY,POND_DISTA,POND_VERTI,LONGITUD_Well,LATITUDE_Well,Well_ID,CONCRETE_B,Platform,PRIVATE_1,DEEPWELL,DRINKING,DEPTH_FT,YEAR_INSTALL,Well_age,NEAREST_WA,POND_HD,POND_VD,LAT_HD,LAT_VD,LATRINE_TY,Dist_wellatrine,Unsan100m,SAN100m,Totlatr100m,Village,Longitude,Latitude,Depth,As,Nodrinking,Pop25m,Pop50m,Pop100m,Pop200m,Priming,prime,date,r7,r15,r30,hr7,hr15,hr30,t7,t15,t30,hot7,hot15,hot30,place,r3,hr3,t3,hot3,dateid,ECMPN,ecdetect,month,year,sampleid,WELLID,OBSDATE,TEMP,EC,DO_MGL,PH,ORP,SO4,TCMPND,day,UBA,WTA,ACA,SHA,BRA,WEA,DIST,URBAN,WATER,AGR,SHRUB,BARREN,WETLAND,date0,Rain,HR,Tair,hotday,popden100,ECMPN10,logEC
419,90.64533755,23.35841486,D96076,0,1,1,1,1,0,1,0,2,1,2.7,-1,90.64512979,23.35842412,21728,0,3,1,0,1,35,1998,10,1,23.7,-1.1,21,0,1,22.88,5,8,13,Shakharipara,90.64512979,23.35842412,10.5,4,5,9,29,86,105,0,0,376,6.9,6.97,3.8,1,2,2,29.26,27.68,27.7,1,1,1,1,0.63,0,28.66,0,3761,0.3,0,4,2009,21728904,21728,4/11/2009,24.57,1.59,0.86,7.81,-239.3,6,3.074,11,2160.81,4439.17,15844.11,7711.93,1166.11,52.77,100,6.88,14.14,50.46,24.56,3.71,0.17,11-Apr-09,0,0,30.47,1,7.915294682,3,0.477121255
419,90.64533755,23.35841486,D96076,0,1,1,1,1,0,1,0,2,1,2.7,-1,90.64512979,23.35842412,21728,0,3,1,0,1,35,1998,10,1,23.7,-1.1,21,0,1,22.88,5,8,13,Shakharipara,90.64512979,23.35842412,10.5,4,5,9,29,86,105,0,0,430,8.63,7.61,7.54,1,2,5,28.92,29.15,28.98,2,5,10,1,15.8,1,28.48,0,4301,0.3,0,6,2009,21728906,21728,6/4/2009,25.58,1.844,0.69,24.15,33.9,0,82.06,4,2160.81,4439.17,15844.11,7711.93,1166.11,52.77,100,6.88,14.14,50.46,24.56,3.71,0.17,4-Jun-09,0,0,30.2,0,7.915294682,3,0.477121255
419,90.64533755,23.35841486,D96076,0,1,1,1,1,0,1,0,2,1,2.7,-1,90.64512979,23.35842412,21728,0,3,1,0,1,35,1998,10,1,23.7,-1.1,21,0,1,22.88,5,8,13,Shakharipara,90.64512979,23.35842412,10.5,4,5,9,29,86,105,0,0,492,25.16,32.46,20.74,4,7,8,28.98,29.18,29.34,1,3,7,1,9.4,1,30.13,1,4921,0.3,0,8,2009,21728908,21728,8/5/2009,25.75,0.255,0.34,-9.99,19.8,4,132.418,5,2160.81,4439.17,15844.11,7711.93,1166.11,52.77,100,6.88,14.14,50.46,24.56,3.71,0.17,5-Aug-09,35.49,1,27.78,0,7.915294682,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,42,2.86,1.92,0.99,0,0,0,29.44,29.76,29.99,2,7,15,1,0,0,29.48,1,421,0.3,0,5,2008,21730805,21730,5/12/2008,26.03,0.392,0.23,6.54,-12.6,23.45126354,1.009,12,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,12-May-08,0,0,31.37,1,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,72,8.72,13.89,13.06,0,2,5,28.17,28.7,27.52,0,3,5,1,7.09,0,28.33,0,721,0.3,0,6,2008,21730806,21730,6/11/2008,25.97,0.381,0.33,6.57,-0.9,18,62.322,11,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,11-Jun-08,15.84,0,28.05,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,106,25.12,27.72,20.94,5,10,13,28.41,27.9,28.4,0,0,3,1,18.93,2,28.29,0,1061,0.3,0,7,2008,21730807,21730,7/15/2008,25.92,0.455,0.94,6.45,22.7,0,1.515,15,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,15-Jul-08,0,0,28.3,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,216,22,15.52,11.75,2,4,7,23.49,25.7,26.86,0,0,0,1,5.86,0,25.41,0,2161,0.3,0,11,2008,21730811,21730,11/2/2008,25.69,0.448,0.53,7.58,439.6,8,0.502,2,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,2-Nov-08,3.03,0,26.55,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,283,1.86,1.25,1.13,0,0,0,18.25,18.61,19.11,0,0,0,1,4.33,0,19.3,0,2831,0.3,0,1,2009,21730901,21730,1/8/2009,,,,,,,0.25,8,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,8-Jan-09,3.21,0,20.95,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,318,2.13,1.34,1.53,0,0,0,22.15,21.14,19.77,0,0,0,1,3.65,0,21.25,0,3181,0.3,0,2,2009,21730902,21730,2/12/2009,25.78,0.514,0.78,7.18,404.6,14,0.502,12,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,12-Feb-09,0,0,21.53,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,347,1.57,1.03,1.19,0,0,0,27.73,26.78,25.08,0,0,0,1,0.64,0,27.68,0,3471,0.3,0,3,2009,21730903,21730,3/13/2009,25.81,0.712,0.92,7.71,-172.2,9,4.157,13,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,13-Mar-09,0,0,26.25,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,377,6.9,6.97,3.75,1,2,2,29.52,28.06,27.82,2,2,2,1,0.63,0,28.94,1,3771,0.3,0,4,2009,21730904,21730,4/12/2009,26.11,3.035,0.82,7.61,-321.2,14,0.502,12,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,12-Apr-09,0,0,31.33,1,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,431,8.63,7.61,7.54,1,2,5,28.78,29.09,28.97,1,4,9,1,15.8,1,28.87,0,4311,0.3,0,6,2009,21730906,21730,6/5/2009,26.24,4.807,0.74,13.22,-20.1,6,1709.793,5,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,5-Jun-09,0,0,29.95,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,460,49.23,24.28,19.49,5,5,8,23.68,25.78,28.2,0,7,13,1,76.85,3,27.23,0,4601,0.3,0,7,2009,21730907,21730,7/4/2009,25.99,0.355,1.14,6.59,-664.6,3,0.25,4,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,4-Jul-09,0,0,28.27,0,7.709442628,3,0.477121255
493,90.63537671,23.36124184,VB8083,0,1,1,1,1,0,1,0,3,0,0,0,90.63535476,23.36121758,21730,1,1,1,0,1,48,2003,5,1,4.7,-1.9,0,0,1,3.6,7,7,14,Farazikandi,90.63535476,23.36121758,14.4,16,7,7,24,70,185,0,0,492,25.16,32.46,20.74,4,7,8,28.98,29.18,29.34,1,3,7,1,9.4,1,30.13,1,4921,0.3,0,8,2009,21730908,21730,8/5/2009,26.08,0.392,1.33,34.49,-103.3,2,8.621,5,1786.54,3865.79,19149.29,3388.38,2880.16,304.75,100,5.69,12.31,60.99,10.79,9.17,0.97,5-Aug-09,35.49,1,27.78,0,7.709442628,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,42,2.86,1.92,0.99,0,0,0,29.44,29.76,29.99,2,7,15,1,0,0,29.48,1,421,0.3,0,5,2008,21731805,21731,5/12/2008,26.31,0.595,0.17,6.68,-16.2,5.545126354,22.297,12,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,12-May-08,0,0,31.37,1,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,106,25.12,27.72,20.94,5,10,13,28.41,27.9,28.4,0,0,3,1,18.93,2,28.29,0,1061,0.3,0,7,2008,21731807,21731,7/15/2008,26.44,0.775,0.9,7.15,52,11,2082.706,15,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,15-Jul-08,0,0,28.3,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,200,0,8.91,9.34,0,4,6,28.61,27.91,28,0,0,0,1,0,0,29.2,0,2001,0.3,0,10,2008,21731810,21731,10/17/2008,26.63,0.656,0.06,7.18,256,0,222.165,17,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,17-Oct-08,6.12,0,29.2,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,283,1.86,1.25,1.13,0,0,0,18.25,18.61,19.11,0,0,0,1,4.33,0,19.3,0,2831,0.3,0,1,2009,21731901,21731,1/8/2009,,,,,,,7.93,8,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,8-Jan-09,3.21,0,20.95,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,318,2.13,1.34,1.53,0,0,0,22.15,21.14,19.77,0,0,0,1,3.65,0,21.25,0,3181,0.3,0,2,2009,21731902,21731,2/12/2009,26.08,0.742,0.88,6.93,373.3,1,0.502,12,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,12-Feb-09,0,0,21.53,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,347,1.57,1.03,1.19,0,0,0,27.73,26.78,25.08,0,0,0,1,0.64,0,27.68,0,3471,0.3,0,3,2009,21731903,21731,3/13/2009,26.38,0.925,0.96,7.76,-155.2,0,0.25,13,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,13-Mar-09,0,0,26.25,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,377,6.9,6.97,3.75,1,2,2,29.52,28.06,27.82,2,2,2,1,0.63,0,28.94,1,3771,0.3,0,4,2009,21731904,21731,4/12/2009,26.71,3.32,0.87,5.28,-243.3,0,38.207,12,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,12-Apr-09,0,0,31.33,1,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,409,10.4,8.64,6.81,2,3,4,29.53,29.09,29.82,3,7,18,1,24.27,2,27.44,0,4091,0.3,0,5,2009,21731905,21731,5/14/2009,26.84,1.902,0.78,8.98,135.2,1,31.002,14,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,14-May-09,1.71,0,27.3,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,460,49.23,24.28,19.49,5,5,8,23.68,25.78,28.2,0,7,13,1,76.85,3,27.23,0,4601,0.3,0,7,2009,21731907,21731,7/4/2009,26.61,0.595,1.22,6.49,-692.9,0,110.79,4,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,4-Jul-09,0,0,28.27,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,492,25.16,32.46,20.74,4,7,8,28.98,29.18,29.34,1,3,7,1,9.4,1,30.13,1,4921,0.3,0,8,2009,21731908,21731,8/5/2009,26.68,0.627,0.86,29.58,-45.1,0,4.138,5,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,5-Aug-09,35.49,1,27.78,0,8.510803393,3,0.477121255
687,90.63764776,23.35998535,VB8031,0,1,1,1,1,0,1,0,1,1,2.8,-0.6,90.63777384,23.35966679,21731,1,1,1,0,1,55,1990,18,1,10.7,-1.9,0,0,2,37.69,11,16,27,Farazikandi,90.63777384,23.35966679,16.5,19,29,40,58,156,337,0,0,526,18.38,23.42,18.63,2,4,8,29.53,28.97,28.93,1,2,5,1,16.29,1,28.85,0,5261,0.3,0,9,2009,21731909,21731,9/8/2009,26.34,0.527,1.54,6.8,-276.8,3,723.886,8,1095.22,12589.4,11075.93,6024.57,496.56,93.24,100,3.49,40.09,35.27,19.19,1.58,0.3,8-Sep-09,23.31,1,27.45,0,8.510803393,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,42,2.86,1.92,0.99,0,0,0,29.44,29.76,29.99,2,7,15,1,0,0,29.48,1,421,0.3,0,5,2008,21732805,21732,5/12/2008,25.17,0.095,0.23,7.12,2.6,1.155234657,0.25,12,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,12-May-08,0,0,31.37,1,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,72,8.72,13.89,13.06,0,2,5,28.17,28.7,27.52,0,3,5,1,7.09,0,28.33,0,721,0.3,0,6,2008,21732806,21732,6/11/2008,25.09,0.49,0.52,6.57,52.8,5,9.802,11,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,11-Jun-08,15.84,0,28.05,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,106,25.12,27.72,20.94,5,10,13,28.41,27.9,28.4,0,0,3,1,18.93,2,28.29,0,1061,0.3,0,7,2008,21732807,21732,7/15/2008,25.06,0.57,0.97,6.64,36.5,12,3000,15,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,15-Jul-08,0,0,28.3,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,200,0,8.91,9.34,0,4,6,28.61,27.91,28,0,0,0,1,0,0,29.2,0,2001,0.3,0,10,2008,21732810,21732,10/17/2008,25.28,0.464,0.05,6.89,261.3,0,162.227,17,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,17-Oct-08,6.12,0,29.2,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,283,1.86,1.25,1.13,0,0,0,18.25,18.61,19.11,0,0,0,1,4.33,0,19.3,0,2831,0.3,0,1,2009,21732901,21732,1/8/2009,,,,,,,11.625,8,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,8-Jan-09,3.21,0,20.95,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,318,2.13,1.34,1.53,0,0,0,22.15,21.14,19.77,0,0,0,1,3.65,0,21.25,0,3181,0.3,0,2,2009,21732902,21732,2/12/2009,25.16,0.392,0.72,7.02,388.6,6,0.25,12,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,12-Feb-09,0,0,21.53,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,347,1.57,1.03,1.19,0,0,0,27.73,26.78,25.08,0,0,0,1,0.64,0,27.68,0,3471,0.3,0,3,2009,21732903,21732,3/13/2009,25.33,0.736,0.82,7.78,-152.3,0,22.671,13,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,13-Mar-09,0,0,26.25,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,409,10.4,8.64,6.81,2,3,4,29.53,29.09,29.82,3,7,18,1,24.27,2,27.44,0,4091,0.3,0,5,2009,21732905,21732,5/14/2009,25.23,1.869,0.79,9.81,120.3,1,0.25,14,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,14-May-09,1.71,0,27.3,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,460,49.23,24.28,19.49,5,5,8,23.68,25.78,28.2,0,7,13,1,76.85,3,27.23,0,4601,0.3,0,7,2009,21732907,21732,7/4/2009,25.11,0.451,1.34,6.97,-677.8,5,0.25,4,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,4-Jul-09,0,0,28.27,0,8.256737932,3,0.477121255
684,90.63789083,23.36010877,VB8030,0,1,1,1,1,0,1,0,1,1,0,0,90.63787344,23.36012832,21732,1,1,1,0,1,45,1998,10,1,3.7,-1.9,0,0,1,2.88,7,15,22,Farazikandi,90.63787344,23.36012832,13.5,21,12,41,73,121,311,0,0,492,25.16,32.46,20.74,4,7,8,28.98,29.18,29.34,1,3,7,1,9.4,1,30.13,1,4921,0.3,0,8,2009,21732908,21732,8/5/2009,25.19,0.454,0.89,28.86,-48,0,15.465,5,878.05,10710.51,13572.51,5278.79,376.13,558.95,100,2.8,34.11,43.22,16.81,1.2,1.78,5-Aug-09,35.49,1,27.78,0,8.256737932,3,0.477121255
596,90.628137,23.35752667,D89008,0,1,1,1,1,0,1,0,1,1,8.2,-1.3,90.62820079,23.35739958,21733,0,3,1,0,1,35,1999,9,1,5.9,-2.1,0,0,1,15.64,8,11,19,Namapara,90.62820079,23.35739958,10.5,9,11,21,50,134,309,0,0,200,0,8.91,9.34,0,4,6,28.61,27.91,28,0,0,0,1,0,0,29.2,0,2001,0.3,0,10,2008,21733810,21733,10/17/2008,26.18,0.313,0.03,7.13,254.4,3,94.065,17,8858.78,2716.65,6437.11,2095.36,9072.9,2194.1,100,28.21,8.65,20.5,6.67,28.89,6.99,17-Oct-08,6.12,0,29.2,0,8.358787186,3,0.477121255
596,90.628137,23.35752667,D89008,0,1,1,1,1,0,1,0,1,1,8.2,-1.3,90.62820079,23.35739958,21733,0,3,1,0,1,35,1999,9,1,5.9,-2.1,0,0,1,15.64,8,11,19,Namapara,90.62820079,23.35739958,10.5,9,11,21,50,134,309,0,0,283,1.86,1.25,1.13,0,0,0,18.25,18.61,19.11,0,0,0,1,4.33,0,19.3,0,2831,0.3,0,1,2009,21733901,21733,1/8/2009,,,,,,,14.732,8,8858.78,2716.65,6437.11,2095.36,9072.9,2194.1,100,28.21,8.65,20.5,6.67,28.89,6.99,8-Jan-09,3.21,0,20.95,0,8.358787186,3,0.477121255
596,90.628137,23.35752667,D89008,0,1,1,1,1,0,1,0,1,1,8.2,-1.3,90.62820079,23.35739958,21733,0,3,1,0,1,35,1999,9,1,5.9,-2.1,0,0,1,15.64,8,11,19,Namapara,90.62820079,23.35739958,10.5,9,11,21,50,134,309,0,0,460,49.23,24.28,19.49,5,5,8,23.68,25.78,28.2,0,7,13,1,76.85,3,27.23,0,4601,0.3,0,7,2009,21733907,21733,7/4/2009,25.97,0.388,0.87,6.71,-675.1,2,8.621,4,8858.78,2716.65,6437.11,2095.36,9072.9,2194.1,100,28.21,8.65,20.5,6.67,28.89,6.99,4-Jul-09,0,0,28.27,0,8.358787186,3,0.477121255
297,90.62776041,23.36182659,D89025,1,0,1,1,0,0,1,1,1,1,10.2,-1.6,90.62782148,23.36189275,21734,1,1,1,0,0,35,1998,10,3,0,0,0,-1,2,9.9,10,12,22,Namapara,90.62782148,23.36189275,10.5,21,0,28,90,212,384,0.06,6,42,2.86,1.92,0.99,0,0,0,29.44,29.76,29.99,2,7,15,1,0,0,29.48,1,421,0.3,0,5,2008,21734805,21734,5/12/2008,25.99,1.194,0.26,6.55,16.3,91.9566787,3.619,12,9951.37,2713.2,7690.65,1653.31,5541.53,3824.86,100,31.69,8.64,24.49,5.27,17.65,12.18,12-May-08,0,0,31.37,1,8.817533661,3,0.477121255
