LatrineID,LONGITUDE_latrine,LATITUDE_latrine,BARIID,unsanitary,sanitary,SEPTIC_RIN,PIPE,DOUBLE_RIN,DRAIN_IN_P,PRIVATE,FAILING,NEAR_DISCH,WATER_BODY,POND_DISTA,POND_VERTI,LONGITUD_Well,LATITUDE_Well,Well_ID,CONCRETE_B,Platform,PRIVATE_1,DEEPWELL,DRINKING,DEPTH_FT,YEAR_INSTALL,Well_age,NEAREST_WA,POND_HD,POND_VD,LAT_HD,LAT_VD,LATRINE_TY,Dist_wellatrine,Unsan100m,SAN100m,Totlatr100m,Village,Longitude,Latitude,Depth,As,Nodrinking,Pop25m,Pop50m,Pop100m,Pop200m,Priming,prime,date,r7,r15,r30,hr7,hr15,hr30,t7,t15,t30,hot7,hot15,hot30,place,r3,hr3,t3,hot3,dateid,ECMPN,ecdetect,month,year,sampleid,WELLID,OBSDATE,TEMP,EC,DO_MGL,PH,ORP,SO4,TCMPND,day,UBA,WTA,ACA,SHA,BRA,WEA,DIST,URBAN,WATER,AGR,SHRUB,BARREN,WETLAND,date0,Rain,HR,Tair,hotday,popden100,ECMPN10,logEC
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,44,2.15,1.92,0.99,0,0,0,29.59,29.79,30.04,2,6,15,1,0,0,30.59,2,441,0.3,0,5,2008,21603805,21603,5/14/2008,26.36,0.451,0.09,6.99,-12.3,5.314079422,0.25,14,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,14-May-08,0,0,29,0,8.702694401,3,0.477121255
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,72,8.72,13.89,13.06,0,2,5,28.17,28.7,27.52,0,3,5,1,7.09,0,28.33,0,721,0.3,0,6,2008,21603806,21603,6/11/2008,26.49,0.404,0.53,6.78,122.9,8,6.834,11,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,11-Jun-08,15.84,0,28.05,0,8.702694401,3,0.477121255
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,317,0.94,0.78,1.26,0,0,0,21.55,21.14,19.71,0,0,0,1,0.89,0,21.58,0,3171,0.3,0,2,2009,21603902,21603,2/11/2009,25.92,0.588,0.54,6.81,493.5,10,4.157,11,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,11-Feb-09,8.28,0,22,0,8.702694401,3,0.477121255
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,376,6.9,6.97,3.8,1,2,2,29.26,27.68,27.7,1,1,1,1,0.63,0,28.66,0,3761,0.3,0,4,2009,21603904,21603,4/11/2009,26.29,1.17,0.79,8.13,-321,6,14.014,11,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,11-Apr-09,0,0,30.47,1,8.702694401,3,0.477121255
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,459,34.37,17.01,17.44,4,4,8,19.87,26.19,28.22,0,8,13,1,62.33,3,27.36,0,4591,0.3,0,7,2009,21603907,21603,7/3/2009,26.27,0.389,0.82,6.86,-1037.3,5,0.502,3,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,3-Jul-09,108.99,1,26.7,0,8.702694401,3,0.477121255
412,90.65447872,23.35425904,C00133,1,0,1,0,0,1,1,0,1,1,1,-0.3,90.65459569,23.35435661,21603,0,3,1,0,1,35,1996,12,1,25.1,-1.3,16,0,2,16.76,11,17,28,Sardarkandi,90.65459569,23.35435661,10.5,38,4,6,61,189,381,0,0,525,16.09,23,18.1,2,4,8,29.39,28.89,28.93,1,2,5,1,10.94,1,28.77,0,5251,0.3,0,9,2009,21603909,21603,9/7/2009,26.29,0.331,1.02,6.32,-21.5,1,2.549,7,3334.07,8089.81,9259.01,9269.75,981.59,440.73,100,10.62,25.76,29.49,29.52,3.13,1.4,7-Sep-09,16.05,0,29.75,0,8.702694401,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,44,2.15,1.92,0.99,0,0,0,29.59,29.79,30.04,2,6,15,1,0,0,30.59,2,441,0.3,0,5,2008,21605805,21605,5/14/2008,26.52,0.841,0.4,6.73,39.1,37.89169675,0.25,14,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,14-May-08,0,0,29,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,199,2.57,8.91,9.34,0,4,6,28.36,27.95,28,0,0,0,1,0,0,29.13,0,1991,0.3,0,10,2008,21605810,21605,10/16/2008,26.74,0.459,0.04,7.04,287,18,1.521,16,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,16-Oct-08,0,0,28.73,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,284,2.31,1.44,1.23,0,0,0,18.82,18.65,19.02,0,0,0,1,3.51,0,20.3,0,2841,0.3,0,1,2009,21605901,21605,1/9/2009,,,,,,,1.005,9,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,9-Jan-09,8.22,0,21.8,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,346,1.38,0.94,1.23,0,0,0,27.81,26.78,24.84,0,0,0,1,2.54,0,28.31,0,3461,0.3,0,3,2009,21605903,21605,3/12/2009,26.47,0.958,0.93,7.85,-157.6,33,6.362,12,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,12-Mar-09,1.38,0,26.75,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,459,34.37,17.01,17.44,4,4,8,19.87,26.19,28.22,0,8,13,1,62.33,3,27.36,0,4591,0.3,0,7,2009,21605907,21605,7/3/2009,26.09,0.513,0.54,6.73,-788.9,20,5.776,3,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,3-Jul-09,108.99,1,26.7,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,492,25.16,32.46,20.74,4,7,8,28.98,29.18,29.34,1,3,7,1,9.4,1,30.13,1,4921,0.3,0,8,2009,21605908,21605,8/5/2009,26.43,0.533,0.48,-9.99,16.7,19,7.465,5,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,5-Aug-09,35.49,1,27.78,0,8.536121201,3,0.477121255
573,90.65517588,23.35420729,C00075,0,1,1,1,1,0,1,0,1,1,8,-1.8,90.65520114,23.3541762,21605,0,2,1,0,1,40,2001,7,1,6.6,-1.7,0,0,1,4.41,14,14,28,Sardarkandi,90.65520114,23.3541762,12,0,17,29,69,160,417,0,0,525,16.09,23,18.1,2,4,8,29.39,28.89,28.93,1,2,5,1,10.94,1,28.77,0,5251,0.3,0,9,2009,21605909,21605,9/7/2009,26.59,0.413,1.16,6.21,-47.1,20,2.56,7,3159.78,6335.31,11427.73,8392.6,1029.82,1029.74,100,10.06,20.18,36.39,26.73,3.28,3.28,7-Sep-09,16.05,0,29.75,0,8.536121201,3,0.477121255
33,90.65555566,23.35308319,C00072,1,0,1,1,1,1,1,1,1,1,1.3,-0.7,90.65543154,23.35304988,21606,0,2,1,0,1,35,2000,8,1,3,-1,0,-1,1,14.14,16,23,39,Sardarkandi,90.65543154,23.35304988,10.5,1,6,11,30,221,429,0,0,215,28.03,15.8,12.36,3,4,8,22.85,25.91,26.91,0,0,0,1,8.93,0,24.77,0,2151,0.3,0,11,2008,21606811,21606,11/1/2008,26.38,0.832,0.76,7.18,428.8,37,1491.653,1,6282.36,8398.61,4850.28,9513.25,1270.47,1059.99,100,20.01,26.75,15.45,30.3,4.05,3.38,1-Nov-08,1.95,0,25.95,0,8.859110088,3,0.477121255
33,90.65555566,23.35308319,C00072,1,0,1,1,1,1,1,1,1,1,1.3,-0.7,90.65543154,23.35304988,21606,0,2,1,0,1,35,2000,8,1,3,-1,0,-1,1,14.14,16,23,39,Sardarkandi,90.65543154,23.35304988,10.5,1,6,11,30,221,429,0,0,317,0.94,0.78,1.26,0,0,0,21.55,21.14,19.71,0,0,0,1,0.89,0,21.58,0,3171,0.3,0,2,2009,21606902,21606,2/11/2009,26.53,0.264,0.61,6.7,480.4,33,3.603,11,6282.36,8398.61,4850.28,9513.25,1270.47,1059.99,100,20.01,26.75,15.45,30.3,4.05,3.38,11-Feb-09,8.28,0,22,0,8.859110088,3,0.477121255
33,90.65555566,23.35308319,C00072,1,0,1,1,1,1,1,1,1,1,1.3,-0.7,90.65543154,23.35304988,21606,0,2,1,0,1,35,2000,8,1,3,-1,0,-1,1,14.14,16,23,39,Sardarkandi,90.65543154,23.35304988,10.5,1,6,11,30,221,429,0,0,346,1.38,0.94,1.23,0,0,0,27.81,26.78,24.84,0,0,0,1,2.54,0,28.31,0,3461,0.3,0,3,2009,21606903,21606,3/12/2009,26.54,0.712,0.92,7.98,-148.4,24,924.823,12,6282.36,8398.61,4850.28,9513.25,1270.47,1059.99,100,20.01,26.75,15.45,30.3,4.05,3.38,12-Mar-09,1.38,0,26.75,0,8.859110088,3,0.477121255
33,90.65555566,23.35308319,C00072,1,0,1,1,1,1,1,1,1,1,1.3,-0.7,90.65543154,23.35304988,21606,0,2,1,0,1,35,2000,8,1,3,-1,0,-1,1,14.14,16,23,39,Sardarkandi,90.65543154,23.35304988,10.5,1,6,11,30,221,429,0,0,430,8.63,7.61,7.54,1,2,5,28.92,29.15,28.98,2,5,10,1,15.8,1,28.48,0,4301,0.3,0,6,2009,21606906,21606,6/4/2009,26.79,1.396,0.89,-6.38,388.7,24,15.969,4,6282.36,8398.61,4850.28,9513.25,1270.47,1059.99,100,20.01,26.75,15.45,30.3,4.05,3.38,4-Jun-09,0,0,30.2,0,8.859110088,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,44,2.15,1.92,0.99,0,0,0,29.59,29.79,30.04,2,6,15,1,0,0,30.59,2,441,0.3,0,5,2008,21608805,21608,5/14/2008,26.63,0.625,0.18,6.64,58.8,21.02527076,3.087,14,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,14-May-08,0,0,29,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,162,0.64,8.35,10.92,0,1,5,28.86,28.76,28.68,0,2,3,1,1.49,0,28.64,0,1621,0.3,0,9,2008,21608809,21608,9/9/2008,26.89,0.341,0.91,7.01,303.2,2,20.104,9,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,9-Sep-08,0,0,28.98,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,215,28.03,15.8,12.36,3,4,8,22.85,25.91,26.91,0,0,0,1,8.93,0,24.77,0,2151,0.3,0,11,2008,21608811,21608,11/1/2008,26.35,0.469,0.56,7.68,322.1,12,2.56,1,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,1-Nov-08,1.95,0,25.95,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,317,0.94,0.78,1.26,0,0,0,21.55,21.14,19.71,0,0,0,1,0.89,0,21.58,0,3171,0.3,0,2,2009,21608902,21608,2/11/2009,26.35,0.608,0.69,6.87,455.4,23,0.25,11,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,11-Feb-09,8.28,0,22,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,346,1.38,0.94,1.23,0,0,0,27.81,26.78,24.84,0,0,0,1,2.54,0,28.31,0,3461,0.3,0,3,2009,21608903,21608,3/12/2009,26.59,0.755,0.89,7.95,-149.6,21,0.25,12,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,12-Mar-09,1.38,0,26.75,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,376,6.9,6.97,3.8,1,2,2,29.26,27.68,27.7,1,1,1,1,0.63,0,28.66,0,3761,0.3,0,4,2009,21608904,21608,4/11/2009,26.63,1.406,0.78,7.63,-303.3,37,1.521,11,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,11-Apr-09,0,0,30.47,1,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,408,4.93,5.81,5.39,1,2,3,29.96,29.31,29.89,4,8,18,1,10.11,1,28.73,1,4081,0.3,0,5,2009,21608905,21608,5/13/2009,26.8,0.821,0.79,2.13,317.6,33,29.287,13,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,13-May-09,42.48,1,27.55,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,430,8.63,7.61,7.54,1,2,5,28.92,29.15,28.98,2,5,10,1,15.8,1,28.48,0,4301,0.3,0,6,2009,21608906,21608,6/4/2009,26.84,0.903,0.77,5.95,205.8,16,38.895,4,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,4-Jun-09,0,0,30.2,0,8.831585414,3,0.477121255
30,90.65661329,23.35291291,C00070,1,0,1,1,1,1,1,1,1,1,1.7,-0.4,90.65645993,23.35294148,21608,1,1,1,0,1,45,2007,1,1,21,-3,0,0,1,17.16,15,19,34,Sardarkandi,90.65645993,23.35294148,13.5,1,15,31,109,215,492,0,0,559,15.21,11.19,9.25,2,3,5,27.81,28.65,28.28,0,2,3,1,12.59,1,28.04,0,5591,0.3,0,10,2009,21608910,21608,10/11/2009,26.6,0.344,0.82,6.57,128.7,16,558.747,11,3771.9,5618.3,10603.56,8850.75,1293.28,1237.16,100,12.01,17.89,33.77,28.19,4.12,3.94,11-Oct-09,0,0,27.33,0,8.831585414,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,44,2.15,1.92,0.99,0,0,0,29.59,29.79,30.04,2,6,15,1,0,0,30.59,2,441,0.3,0,5,2008,21609805,21609,5/14/2008,26.23,0.42,0.22,6.75,66.9,13.28519856,5.248,14,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,14-May-08,0,0,29,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,72,8.72,13.89,13.06,0,2,5,28.17,28.7,27.52,0,3,5,1,7.09,0,28.33,0,721,0.3,0,6,2008,21609806,21609,6/11/2008,27.62,0.295,0.62,6.83,224.7,16,2.56,11,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,11-Jun-08,15.84,0,28.05,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,162,0.64,8.35,10.92,0,1,5,28.86,28.76,28.68,0,2,3,1,1.49,0,28.64,0,1621,0.3,0,9,2008,21609809,21609,9/9/2008,26.77,0.548,0.89,6.83,296.4,39,115.967,9,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,9-Sep-08,0,0,28.98,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,317,0.94,0.78,1.26,0,0,0,21.55,21.14,19.71,0,0,0,1,0.89,0,21.58,0,3171,0.3,0,2,2009,21609902,21609,2/11/2009,25.74,0.485,0.78,7.25,453.8,16,2.038,11,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,11-Feb-09,8.28,0,22,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,346,1.38,0.94,1.23,0,0,0,27.81,26.78,24.84,0,0,0,1,2.54,0,28.31,0,3461,0.3,0,3,2009,21609903,21609,3/12/2009,26.12,0.596,0.59,7.96,-158.1,10,0.25,12,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,12-Mar-09,1.38,0,26.75,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,376,6.9,6.97,3.8,1,2,2,29.26,27.68,27.7,1,1,1,1,0.63,0,28.66,0,3761,0.3,0,4,2009,21609904,21609,4/11/2009,26.35,1.36,0.81,7.83,-312.3,29,14.732,11,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,11-Apr-09,0,0,30.47,1,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,408,4.93,5.81,5.39,1,2,3,29.96,29.31,29.89,4,8,18,1,10.11,1,28.73,1,4081,0.3,0,5,2009,21609905,21609,5/13/2009,26.48,0.771,0.88,1.67,318,24,176.654,13,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,13-May-09,42.48,1,27.55,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,459,34.37,17.01,17.44,4,4,8,19.87,26.19,28.22,0,8,13,1,62.33,3,27.36,0,4591,0.3,0,7,2009,21609907,21609,7/3/2009,26.25,0.325,0.62,6.79,-762.2,13,6.834,3,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,3-Jul-09,108.99,1,26.7,0,8.903365097,3,0.477121255
563,90.65590325,23.35261542,C00069,0,1,1,1,1,0,1,0,1,1,2.2,0,90.65607731,23.35271331,21609,1,2,1,0,1,50,1990,18,3,0,0,0,0,1,21.97,18,21,39,Sardarkandi,90.65607731,23.35271331,15,1,8,33,126,231,485,0,0,525,16.09,23,18.1,2,4,8,29.39,28.89,28.93,1,2,5,1,10.94,1,28.77,0,5251,0.3,0,9,2009,21609909,21609,9/7/2009,26.52,0.287,1.45,6.17,5.6,13,2.038,7,4486.94,9479.12,5534.43,9644.41,984.64,1245.39,100,14.29,30.19,17.63,30.71,3.14,3.97,7-Sep-09,16.05,0,29.75,0,8.903365097,3,0.477121255
558,90.65607931,23.35237536,C00068,0,1,1,1,1,0,1,0,1,1,5.6,-1.2,90.65613262,23.35241768,21610,1,1,1,0,1,55,1996,12,1,13,-2.7,0,0,1,7.49,18,20,38,Sardarkandi,90.65613262,23.35241768,16.5,16,15,31,102,214,473,0.06,6,44,2.15,1.92,0.99,0,0,0,29.59,29.79,30.04,2,6,15,1,0,0,30.59,2,441,0.3,0,5,2008,21610805,21610,5/14/2008,26.23,0.55,0.23,6.85,62.3,1.732851986,3.619,14,3948.77,9994.79,3977.28,11812.11,860.7,781.28,100,12.58,31.83,12.67,37.62,2.74,2.49,14-May-08,0,0,29,0,8.826923401,3,0.477121255
558,90.65607931,23.35237536,C00068,0,1,1,1,1,0,1,0,1,1,5.6,-1.2,90.65613262,23.35241768,21610,1,1,1,0,1,55,1996,12,1,13,-2.7,0,0,1,7.49,18,20,38,Sardarkandi,90.65613262,23.35241768,16.5,16,15,31,102,214,473,0.06,6,72,8.72,13.89,13.06,0,2,5,28.17,28.7,27.52,0,3,5,1,7.09,0,28.33,0,721,0.3,0,6,2008,21610806,21610,6/11/2008,26.28,0.383,0.78,6.8,247,4,107.826,11,3948.77,9994.79,3977.28,11812.11,860.7,781.28,100,12.58,31.83,12.67,37.62,2.74,2.49,11-Jun-08,15.84,0,28.05,0,8.826923401,3,0.477121255
558,90.65607931,23.35237536,C00068,0,1,1,1,1,0,1,0,1,1,5.6,-1.2,90.65613262,23.35241768,21610,1,1,1,0,1,55,1996,12,1,13,-2.7,0,0,1,7.49,18,20,38,Sardarkandi,90.65613262,23.35241768,16.5,16,15,31,102,214,473,0.06,6,199,2.57,8.91,9.34,0,4,6,28.36,27.95,28,0,0,0,1,0,0,29.13,0,1991,0.3,0,10,2008,21610810,21610,10/16/2008,26.11,0.337,0.03,6.98,287.3,0,68.73,16,3948.77,9994.79,3977.28,11812.11,860.7,781.28,100,12.58,31.83,12.67,37.62,2.74,2.49,16-Oct-08,0,0,28.73,0,8.826923401,3,0.477121255
558,90.65607931,23.35237536,C00068,0,1,1,1,1,0,1,0,1,1,5.6,-1.2,90.65613262,23.35241768,21610,1,1,1,0,1,55,1996,12,1,13,-2.7,0,0,1,7.49,18,20,38,Sardarkandi,90.65613262,23.35241768,16.5,16,15,31,102,214,473,0.06,6,317,0.94,0.78,1.26,0,0,0,21.55,21.14,19.71,0,0,0,1,0.89,0,21.58,0,3171,0.3,0,2,2009,21610902,21610,2/11/2009,25.85,0.712,0.69,6.86,455.5,44,55.971,11,3948.77,9994.79,3977.28,11812.11,860.7,781.28,100,12.58,31.83,12.67,37.62,2.74,2.49,11-Feb-09,8.28,0,22,0,8.826923401,3,0.477121255
